ID_Appels,Date,Province,Municipalite-arrondissement,Region,Age,Genre,Mode de communication,Langue
82726878,2021-01-02,QC,Le Plateau-Mont-Royal,Montréal,37,Homme,Appels téléphoniques,Français
82721953,2021-01-02,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,44,Famille/Couple/Groupes,Clavardage,Français
82729195,2021-01-02,QC,Lachine,Montréal,36,Femme,Clavardage,Anglais
82749692,2021-01-03,QC,Ahuntsic-Cartierville,Montréal,26,Femme,Appels téléphoniques,Français
82756689,2021-01-03,QC,Ahuntsic-Cartierville,Montréal,34,Femme,Appels téléphoniques,Français
82771851,2021-01-04,QC,Côte-Saint-Luc,Montréal,74,Femme,Appels téléphoniques,Français
82775757,2021-01-04,QC,Lachine,Montréal,25,Femme,Appels téléphoniques,Français
82788960,2021-01-04,QC,Le Sud-Ouest,Montréal,66,Femme,Appels téléphoniques,Français
82772233,2021-01-04,QC,Ahuntsic-Cartierville,Montréal,10,Femme,Appels téléphoniques,Français
82781471,2021-01-04,QC,Mercier—Hochelaga-Maisonneuve,Montréal,57,Femme,Appels téléphoniques,Français
82772936,2021-01-04,QC,Saint-Léonard,Montréal,41,Homme,Appels téléphoniques,Français
82773558,2021-01-04,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,19,Homme,Appels téléphoniques,Français
82773156,2021-01-04,QC,Montréal-Nord,Montréal,38,Homme,Appels téléphoniques,Français
82779679,2021-01-04,QC,Mercier—Hochelaga-Maisonneuve,Montréal,60,Homme,Appels téléphoniques,Français
82794370,2021-01-04,QC,Mercier—Hochelaga-Maisonneuve,Montréal,34,Homme,Appels téléphoniques,Français
82785397,2021-01-04,QC,Côte-Saint-Luc,Montréal,61,Homme,Appels téléphoniques,Anglais
82785623,2021-01-04,QC,Pointe-Claire,Montréal,43,Homme,Appels téléphoniques,Anglais
82777121,2021-01-04,QC,Le Plateau-Mont-Royal,Montréal,62,Femme,Appels téléphoniques,Anglais
82830938,2021-01-05,QC,Le Plateau-Mont-Royal,Montréal,55,Femme,Appels téléphoniques,Français
82832799,2021-01-05,QC,Le Plateau-Mont-Royal,Montréal,74,Femme,Appels téléphoniques,Français
82841911,2021-01-05,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,66,Femme,Appels téléphoniques,Français
82838879,2021-01-05,QC,Montréal-Nord,Montréal,13,Femme,Appels téléphoniques,Français
82829351,2021-01-05,QC,Rosemont—La Petite-Patrie,Montréal,33,Femme,Appels téléphoniques,Français
82832760,2021-01-05,QC,Rosemont—La Petite-Patrie,Montréal,33,Femme,Appels téléphoniques,Français
82832254,2021-01-05,QC,Mercier—Hochelaga-Maisonneuve,Montréal,39,Femme,Appels téléphoniques,Français
82833136,2021-01-05,QC,Mercier—Hochelaga-Maisonneuve,Montréal,66,Femme,Appels téléphoniques,Français
82842300,2021-01-05,QC,Mercier—Hochelaga-Maisonneuve,Montréal,34,Femme,Appels téléphoniques,Français
82828210,2021-01-05,QC,Dollard-Des Ormeaux,Montréal,26,Femme,Clavardage,Français
82842186,2021-01-05,QC,Saint-Léonard,Montréal,52,Femme,Clavardage,Français
82834741,2021-01-05,QC,Saint-Laurent,Montréal,,Homme,Clavardage,Français
82819024,2021-01-05,QC,Saint-Léonard,Montréal,64,Homme,Appels téléphoniques,Français
82836735,2021-01-05,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,27,Homme,Appels téléphoniques,Français
82820758,2021-01-05,QC,Mercier—Hochelaga-Maisonneuve,Montréal,61,Homme,Appels téléphoniques,Français
82834594,2021-01-05,QC,Rosemont—La Petite-Patrie,Montréal,67,Homme,Appels téléphoniques,Français
82843532,2021-01-05,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,60,Famille/Couple/Groupes,Appels téléphoniques,Français
82817666,2021-01-05,QC,Côte-Saint-Luc,Montréal,,Famille/Couple/Groupes,Clavardage,Anglais
82817665,2021-01-05,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,49,Homme,Appels téléphoniques,Anglais
82834966,2021-01-05,QC,Ville-Marie,Montréal,27,Homme,Appels téléphoniques,Anglais
82818462,2021-01-05,QC,Le Plateau-Mont-Royal,Montréal,49,Femme,Appels téléphoniques,Anglais
82885781,2021-01-06,QC,Saint-Laurent,Montréal,24,Femme,Appels téléphoniques,Français
82868185,2021-01-06,QC,Le Sud-Ouest,Montréal,30,Femme,Appels téléphoniques,Français
82884857,2021-01-06,QC,Le Sud-Ouest,Montréal,68,Femme,Appels téléphoniques,Français
82870982,2021-01-06,QC,Saint-Léonard,Montréal,60,Femme,Appels téléphoniques,Français
82869584,2021-01-06,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,33,Femme,Appels téléphoniques,Français
82875220,2021-01-06,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,49,Femme,Appels téléphoniques,Français
82868428,2021-01-06,QC,Montréal-Est,Montréal,69,Homme,Appels téléphoniques,Français
82881478,2021-01-06,QC,Saint-Léonard,Montréal,,Homme,Appels téléphoniques,Français
82863327,2021-01-06,QC,Le Sud-Ouest,Montréal,46,Homme,Appels téléphoniques,Français
82864947,2021-01-06,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,51,Homme,Appels téléphoniques,Français
82866360,2021-01-06,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,35,Homme,Appels téléphoniques,Français
82878572,2021-01-06,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,,Homme,Appels téléphoniques,Français
82872216,2021-01-06,QC,Le Plateau-Mont-Royal,Montréal,33,Homme,Appels téléphoniques,Français
82870746,2021-01-06,QC,Mercier—Hochelaga-Maisonneuve,Montréal,,Homme,Appels téléphoniques,Français
82876967,2021-01-06,QC,Mercier—Hochelaga-Maisonneuve,Montréal,64,Homme,Appels téléphoniques,Français
82863311,2021-01-06,QC,Rosemont—La Petite-Patrie,Montréal,,Homme,Appels téléphoniques,Français
82878032,2021-01-06,QC,Rosemont—La Petite-Patrie,Montréal,52,Homme,Appels téléphoniques,Français
82886731,2021-01-06,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,46,Famille/Couple/Groupes,Appels téléphoniques,Anglais
82922753,2021-01-07,QC,Verdun,Montréal,51,Femme,Appels téléphoniques,Français
82904648,2021-01-07,QC,Le Sud-Ouest,Montréal,40,Femme,Appels téléphoniques,Français
82921919,2021-01-07,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,66,Femme,Appels téléphoniques,Français
82923769,2021-01-07,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,66,Femme,Appels téléphoniques,Français
82929123,2021-01-07,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,66,Femme,Appels téléphoniques,Français
82910733,2021-01-07,QC,Ahuntsic-Cartierville,Montréal,55,Femme,Appels téléphoniques,Français
82915051,2021-01-07,QC,Ahuntsic-Cartierville,Montréal,55,Femme,Appels téléphoniques,Français
82914397,2021-01-07,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,37,Femme,Appels téléphoniques,Français
82909449,2021-01-07,QC,Montréal-Nord,Montréal,75,Femme,Appels téléphoniques,Français
82913268,2021-01-07,QC,Montréal-Nord,Montréal,59,Femme,Appels téléphoniques,Français
82919933,2021-01-07,QC,Montréal-Nord,Montréal,14,Femme,Appels téléphoniques,Français
82913785,2021-01-07,QC,Montréal-Nord,Montréal,,Femme,Appels téléphoniques,Français
82916624,2021-01-07,QC,Côte-Saint-Luc,Montréal,,Femme,Appels téléphoniques,Français
82917467,2021-01-07,QC,Montréal-Nord,Montréal,,Femme,Appels téléphoniques,Français
82921553,2021-01-07,QC,Saint-Léonard,Montréal,,Femme,Appels téléphoniques,Français
82908109,2021-01-07,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,,Femme,Courriels,Français
82905965,2021-01-07,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,75,Homme,Appels téléphoniques,Français
82919042,2021-01-07,QC,Saint-Laurent,Montréal,,Homme,Appels téléphoniques,Français
82915767,2021-01-07,QC,Ahuntsic-Cartierville,Montréal,50,Homme,Appels téléphoniques,Français
82926439,2021-01-07,QC,Ahuntsic-Cartierville,Montréal,32,Homme,Appels téléphoniques,Français
82907988,2021-01-07,QC,Montréal-Nord,Montréal,70,Homme,Appels téléphoniques,Français
82920144,2021-01-07,QC,Montréal-Nord,Montréal,60,Homme,Appels téléphoniques,Français
82910070,2021-01-07,QC,Ville-Marie,Montréal,,Homme,Appels téléphoniques,Français
82931955,2021-01-07,QC,Ville-Marie,Montréal,69,Homme,Appels téléphoniques,Français
82913850,2021-01-07,QC,Mercier—Hochelaga-Maisonneuve,Montréal,55,Homme,Appels téléphoniques,Français
82927051,2021-01-07,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,,Autre,Clavardage,Français
82913541,2021-01-07,QC,Saint-Léonard,Montréal,10,Famille/Couple/Groupes,Courriels,Français
82910305,2021-01-07,QC,Ahuntsic-Cartierville,Montréal,45,Homme,Appels téléphoniques,Anglais
82968083,2021-01-08,QC,Le Sud-Ouest,Montréal,74,Femme,Appels téléphoniques,Français
82954442,2021-01-08,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,33,Femme,Appels téléphoniques,Français
82951115,2021-01-08,QC,Rosemont—La Petite-Patrie,Montréal,,Femme,Appels téléphoniques,Français
82972381,2021-01-08,QC,Côte-Saint-Luc,Montréal,,Femme,Appels téléphoniques,Français
82950348,2021-01-08,QC,Anjou,Montréal,49,Homme,Appels téléphoniques,Français
82962476,2021-01-08,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,36,Homme,Appels téléphoniques,Français
82962613,2021-01-08,QC,Anjou,Montréal,33,Homme,Appels téléphoniques,Français
82948950,2021-01-08,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,64,Homme,Appels téléphoniques,Français
82956210,2021-01-08,QC,Mercier—Hochelaga-Maisonneuve,Montréal,64,Homme,Appels téléphoniques,Français
82959970,2021-01-08,QC,Rosemont—La Petite-Patrie,Montréal,35,Homme,Appels téléphoniques,Français
82950775,2021-01-08,QC,Verdun,Montréal,53,Jai oublié de demander,Clavardage,Anglais
82953950,2021-01-08,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,34,Homme,Appels téléphoniques,Anglais
82961641,2021-01-08,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,60,Homme,Appels téléphoniques,Anglais
82949565,2021-01-08,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,68,Femme,Appels téléphoniques,Anglais
82990780,2021-01-09,QC,Mont-Royal,Montréal,38,Femme,Appels téléphoniques,Français
82998948,2021-01-09,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,34,Femme,Appels téléphoniques,Français
82989743,2021-01-09,QC,Mercier—Hochelaga-Maisonneuve,Montréal,53,Femme,Appels téléphoniques,Français
83001176,2021-01-09,QC,Mercier—Hochelaga-Maisonneuve,Montréal,48,Femme,Appels téléphoniques,Français
82992650,2021-01-09,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,32,Homme,Appels téléphoniques,Français
82993343,2021-01-09,QC,Pierrefonds-Roxboro,Montréal,85,Autre,Clavardage,Anglais
82995250,2021-01-09,QC,Montréal-Nord,Montréal,37,Femme,Appels téléphoniques,Anglais
83019026,2021-01-10,QC,Saint-Léonard,Montréal,46,Femme,Appels téléphoniques,Français
83021512,2021-01-10,QC,Ahuntsic-Cartierville,Montréal,30,Femme,Appels téléphoniques,Français
83014883,2021-01-10,QC,Rosemont—La Petite-Patrie,Montréal,56,Femme,Appels téléphoniques,Français
83017841,2021-01-10,QC,Saint-Laurent,Montréal,37,Homme,Appels téléphoniques,Français
83022183,2021-01-10,QC,Mercier—Hochelaga-Maisonneuve,Montréal,46,Homme,Appels téléphoniques,Français
83014763,2021-01-10,QC,LaSalle,Montréal,,Homme,Clavardage,Anglais
83016555,2021-01-10,QC,LaSalle,Montréal,44,Femme,Appels téléphoniques,Anglais
83040650,2021-01-11,QC,LaSalle,Montréal,35,Femme,Appels téléphoniques,Français
83056974,2021-01-11,QC,LaSalle,Montréal,41,Femme,Appels téléphoniques,Français
83043188,2021-01-11,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,26,Femme,Appels téléphoniques,Français
83049310,2021-01-11,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,33,Femme,Appels téléphoniques,Français
83043712,2021-01-11,QC,Saint-Léonard,Montréal,60,Femme,Appels téléphoniques,Français
83056459,2021-01-11,QC,Saint-Léonard,Montréal,83,Femme,Appels téléphoniques,Français
83051258,2021-01-11,QC,Ville-Marie,Montréal,39,Femme,Appels téléphoniques,Français
83041161,2021-01-11,QC,Ahuntsic-Cartierville,Montréal,49,Femme,Appels téléphoniques,Français
83047376,2021-01-11,QC,Ahuntsic-Cartierville,Montréal,73,Femme,Appels téléphoniques,Français
83042593,2021-01-11,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,75,Femme,Appels téléphoniques,Français
83046769,2021-01-11,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,63,Femme,Appels téléphoniques,Français
83047338,2021-01-11,QC,Montréal-Nord,Montréal,14,Femme,Appels téléphoniques,Français
83039320,2021-01-11,QC,Rosemont—La Petite-Patrie,Montréal,48,Femme,Appels téléphoniques,Français
83048352,2021-01-11,QC,Rosemont—La Petite-Patrie,Montréal,41,Femme,Appels téléphoniques,Français
83045101,2021-01-11,QC,Mercier—Hochelaga-Maisonneuve,Montréal,62,Femme,Appels téléphoniques,Français
83058381,2021-01-11,QC,Saint-Léonard,Montréal,69,Homme,Appels téléphoniques,Français
83061017,2021-01-11,QC,Saint-Léonard,Montréal,48,Homme,Appels téléphoniques,Français
83047619,2021-01-11,QC,Montréal-Nord,Montréal,58,Homme,Appels téléphoniques,Français
83057534,2021-01-11,QC,Montréal-Nord,Montréal,70,Homme,Appels téléphoniques,Français
83067333,2021-01-11,QC,Le Plateau-Mont-Royal,Montréal,56,Homme,Appels téléphoniques,Français
83064644,2021-01-11,QC,Ville-Marie,Montréal,42,Homme,Appels téléphoniques,Français
83060371,2021-01-11,QC,Mercier—Hochelaga-Maisonneuve,Montréal,57,Homme,Appels téléphoniques,Français
83045479,2021-01-11,QC,Le Plateau-Mont-Royal,Montréal,,Jai oublié de demander,Clavardage,Français
83049176,2021-01-11,QC,Verdun,Montréal,76,Famille/Couple/Groupes,Appels téléphoniques,Français
83054480,2021-01-11,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,,Famille/Couple/Groupes,Appels téléphoniques,Français
83053433,2021-01-11,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,67,Homme,Appels téléphoniques,Anglais
83054214,2021-01-11,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,67,Homme,Appels téléphoniques,Anglais
83059690,2021-01-11,QC,Pierrefonds-Roxboro,Montréal,62,Femme,Appels téléphoniques,Anglais
83041537,2021-01-11,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,32,Femme,Appels téléphoniques,Anglais
83089001,2021-01-12,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,28,Femme,Appels téléphoniques,Français
83104369,2021-01-12,QC,Le Plateau-Mont-Royal,Montréal,40,Femme,Appels téléphoniques,Français
83088230,2021-01-12,QC,Ahuntsic-Cartierville,Montréal,38,Femme,Appels téléphoniques,Français
83093086,2021-01-12,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,46,Femme,Appels téléphoniques,Français
83098534,2021-01-12,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,71,Femme,Appels téléphoniques,Français
83096353,2021-01-12,QC,Rosemont—La Petite-Patrie,Montréal,31,Femme,Appels téléphoniques,Français
83097129,2021-01-12,QC,Rosemont—La Petite-Patrie,Montréal,60,Femme,Appels téléphoniques,Français
83088328,2021-01-12,QC,Rosemont—La Petite-Patrie,Montréal,,Femme,Clavardage,Français
83092637,2021-01-12,QC,Saint-Léonard,Montréal,52,Homme,Appels téléphoniques,Français
83099580,2021-01-12,QC,Saint-Léonard,Montréal,71,Homme,Appels téléphoniques,Français
83100316,2021-01-12,QC,LaSalle,Montréal,31,Homme,Appels téléphoniques,Français
83089062,2021-01-12,QC,Ahuntsic-Cartierville,Montréal,32,Homme,Appels téléphoniques,Français
83110174,2021-01-12,QC,Ahuntsic-Cartierville,Montréal,62,Homme,Appels téléphoniques,Français
83090366,2021-01-12,QC,Montréal-Nord,Montréal,67,Homme,Appels téléphoniques,Français
83107803,2021-01-12,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,61,Homme,Appels téléphoniques,Français
83111088,2021-01-12,QC,Le Plateau-Mont-Royal,Montréal,61,Homme,Appels téléphoniques,Français
83088465,2021-01-12,QC,Ville-Marie,Montréal,83,Homme,Appels téléphoniques,Français
83102342,2021-01-12,QC,Ville-Marie,Montréal,42,Homme,Appels téléphoniques,Français
83109695,2021-01-12,QC,Mercier—Hochelaga-Maisonneuve,Montréal,64,Homme,Appels téléphoniques,Français
83091105,2021-01-12,QC,Rosemont—La Petite-Patrie,Montréal,27,Homme,Appels téléphoniques,Français
83090547,2021-01-12,QC,Ville-Marie,Montréal,,Jai oublié de demander,Clavardage,Français
83093581,2021-01-12,QC,Ville-Marie,Montréal,80,Famille/Couple/Groupes,Appels téléphoniques,Français
83089721,2021-01-12,QC,Pointe-Claire,Montréal,74,Homme,Appels téléphoniques,Anglais
83095095,2021-01-12,QC,Ahuntsic-Cartierville,Montréal,48,Homme,Appels téléphoniques,Anglais
83104156,2021-01-12,QC,Côte-Saint-Luc,Montréal,18,Homme,Appels téléphoniques,Anglais
83087504,2021-01-12,QC,Saint-Léonard,Montréal,37,Femme,Appels téléphoniques,Anglais
83089392,2021-01-12,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,,Femme,Appels téléphoniques,Anglais
83094446,2021-01-12,QC,LaSalle,Montréal,68,Femme,Appels téléphoniques,Anglais
83092658,2021-01-12,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,34,Femme,Clavardage,Anglais
83136991,2021-01-13,QC,Anjou,Montréal,31,Femme,Appels téléphoniques,Français
83138094,2021-01-13,QC,Côte-Saint-Luc,Montréal,89,Femme,Appels téléphoniques,Français
83148527,2021-01-13,QC,Anjou,Montréal,56,Femme,Appels téléphoniques,Français
83150016,2021-01-13,QC,LaSalle,Montréal,38,Femme,Appels téléphoniques,Français
83134463,2021-01-13,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,77,Femme,Appels téléphoniques,Français
83141543,2021-01-13,QC,Le Sud-Ouest,Montréal,79,Femme,Appels téléphoniques,Français
83143015,2021-01-13,QC,Ville-Marie,Montréal,48,Femme,Appels téléphoniques,Français
83147197,2021-01-13,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,70,Femme,Appels téléphoniques,Français
83138934,2021-01-13,QC,Ahuntsic-Cartierville,Montréal,69,Femme,Appels téléphoniques,Français
83156897,2021-01-13,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,31,Femme,Appels téléphoniques,Français
83154531,2021-01-13,QC,Rosemont—La Petite-Patrie,Montréal,31,Femme,Appels téléphoniques,Français
83148444,2021-01-13,QC,Mercier—Hochelaga-Maisonneuve,Montréal,68,Femme,Appels téléphoniques,Français
83152701,2021-01-13,QC,Ville-Marie,Montréal,,Femme,Appels téléphoniques,Français
83139347,2021-01-13,QC,Saint-Léonard,Montréal,60,Homme,Appels téléphoniques,Français
83142576,2021-01-13,QC,Saint-Léonard,Montréal,53,Homme,Appels téléphoniques,Français
83149236,2021-01-13,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,35,Homme,Appels téléphoniques,Français
83151720,2021-01-13,QC,Ahuntsic-Cartierville,Montréal,,Homme,Appels téléphoniques,Français
83134877,2021-01-13,QC,Mercier—Hochelaga-Maisonneuve,Montréal,52,Homme,Appels téléphoniques,Français
83140815,2021-01-13,QC,Montréal-Nord,Montréal,36,Famille/Couple/Groupes,Appels téléphoniques,Français
83150840,2021-01-13,QC,Ville-Marie,Montréal,61,Famille/Couple/Groupes,Appels téléphoniques,Français
83151863,2021-01-13,QC,Mercier—Hochelaga-Maisonneuve,Montréal,,Jai oublié de demander,Clavardage,Anglais
83149537,2021-01-13,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,36,Homme,Clavardage,Anglais
83146376,2021-01-13,QC,Saint-Laurent,Montréal,62,Homme,Appels téléphoniques,Anglais
83142334,2021-01-13,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,50,Femme,Appels téléphoniques,Anglais
83198847,2021-01-14,QC,LaSalle,Montréal,54,Femme,Appels téléphoniques,Français
83202055,2021-01-14,QC,Inconnu-Montréal,Montréal,72,Femme,Appels téléphoniques,Français
83193033,2021-01-14,QC,Le Sud-Ouest,Montréal,58,Femme,Appels téléphoniques,Français
83202513,2021-01-14,QC,Ville-Marie,Montréal,63,Femme,Appels téléphoniques,Français
83192492,2021-01-14,QC,Le Plateau-Mont-Royal,Montréal,27,Femme,Appels téléphoniques,Français
83186800,2021-01-14,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,29,Femme,Appels téléphoniques,Français
83202170,2021-01-14,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,55,Femme,Appels téléphoniques,Français
83183166,2021-01-14,QC,Ahuntsic-Cartierville,Montréal,38,Femme,Appels téléphoniques,Français
83210159,2021-01-14,QC,Montréal-Nord,Montréal,55,Femme,Appels téléphoniques,Français
83200228,2021-01-14,QC,Anjou,Montréal,84,Homme,Appels téléphoniques,Français
83207746,2021-01-14,QC,Montréal-Nord,Montréal,40,Homme,Appels téléphoniques,Français
83201548,2021-01-14,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,45,Homme,Appels téléphoniques,Français
83198325,2021-01-14,QC,Ville-Marie,Montréal,72,Homme,Appels téléphoniques,Français
83201175,2021-01-14,QC,Mercier—Hochelaga-Maisonneuve,Montréal,56,Homme,Appels téléphoniques,Français
83196578,2021-01-14,QC,Rosemont—La Petite-Patrie,Montréal,40,Homme,Appels téléphoniques,Français
83193580,2021-01-14,QC,Ville-Marie,Montréal,20,Famille/Couple/Groupes,Appels téléphoniques,Français
83201257,2021-01-14,QC,Mercier—Hochelaga-Maisonneuve,Montréal,,Famille/Couple/Groupes,Appels téléphoniques,Français
83184980,2021-01-14,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,49,Femme,Appels téléphoniques,Anglais
83244979,2021-01-15,QC,Anjou,Montréal,64,Femme,Appels téléphoniques,Français
83240775,2021-01-15,QC,Saint-Léonard,Montréal,59,Femme,Appels téléphoniques,Français
83241949,2021-01-15,QC,Ahuntsic-Cartierville,Montréal,33,Femme,Appels téléphoniques,Français
83245586,2021-01-15,QC,Ahuntsic-Cartierville,Montréal,30,Femme,Appels téléphoniques,Français
83246483,2021-01-15,QC,Ahuntsic-Cartierville,Montréal,74,Femme,Appels téléphoniques,Français
83238693,2021-01-15,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,87,Femme,Appels téléphoniques,Français
83240026,2021-01-15,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,51,Femme,Appels téléphoniques,Français
83236697,2021-01-15,QC,Rosemont—La Petite-Patrie,Montréal,78,Femme,Appels téléphoniques,Français
83240441,2021-01-15,QC,Mercier—Hochelaga-Maisonneuve,Montréal,44,Femme,Appels téléphoniques,Français
83235794,2021-01-15,QC,Rivière-des-Prairies—Pointe-aux-Trembles,Montréal,46,Homme,Appels téléphoniques,Français
83252242,2021-01-15,QC,Ville-Marie,Montréal,56,Homme,Appels téléphoniques,Français
83246923,2021-01-15,QC,Mercier—Hochelaga-Maisonneuve,Montréal,47,Homme,Appels téléphoniques,Français
83238415,2021-01-15,QC,Rosemont—La Petite-Patrie,Montréal,46,Homme,Appels téléphoniques,Français
83239004,2021-01-15,QC,Rosemont—La Petite-Patrie,Montréal,63,Homme,Appels téléphoniques,Français
83249280,2021-01-15,QC,Ville-Marie,Montréal,26,Homme,Clavardage,Anglais
83237986,2021-01-15,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,28,Homme,Appels téléphoniques,Anglais
83241807,2021-01-15,QC,Ville-Marie,Montréal,24,Homme,Appels téléphoniques,Anglais
83242629,2021-01-15,QC,Le Plateau-Mont-Royal,Montréal,62,Femme,Appels téléphoniques,Anglais
83245258,2021-01-15,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,36,Femme,Appels téléphoniques,Anglais
83248304,2021-01-15,QC,Ahuntsic-Cartierville,Montréal,21,Femme,Appels téléphoniques,Anglais
83251919,2021-01-15,QC,Ahuntsic-Cartierville,Montréal,67,Femme,Appels téléphoniques,Anglais
83291695,2021-01-16,QC,Le Sud-Ouest,Montréal,45,Femme,Appels téléphoniques,Français
83289485,2021-01-16,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,26,Femme,Appels téléphoniques,Français
83285544,2021-01-16,QC,Anjou,Montréal,45,Homme,Appels téléphoniques,Français
83281988,2021-01-16,QC,Côte-des-Neiges—Notre-Dame-de-Grâce,Montréal,50,Homme,Appels téléphoniques,Français
83284142,2021-01-16,QC,Mercier—Hochelaga-Maisonneuve,Montréal,58,Homme,Appels téléphoniques,Français
83286758,2021-01-16,QC,LaSalle,Montréal,,Famille/Couple/Groupes,Appels téléphoniques,Français
83285944,2021-01-16,QC,Ville-Marie,Montréal,59,Homme,Appels téléphoniques,Anglais
83306081,2021-01-17,QC,Saint-Laurent,Montréal,57,Homme,Appels téléphoniques,Français
83309842,2021-01-17,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,64,Homme,Appels téléphoniques,Français
83357628,2021-01-18,QC,LaSalle,Montréal,45,Femme,Appels téléphoniques,Français
83340004,2021-01-18,QC,Le Sud-Ouest,Montréal,27,Femme,Appels téléphoniques,Français
83351641,2021-01-18,QC,Le Sud-Ouest,Montréal,48,Femme,Appels téléphoniques,Français
83354267,2021-01-18,QC,Ville-Marie,Montréal,63,Femme,Appels téléphoniques,Français
83335839,2021-01-18,QC,Le Plateau-Mont-Royal,Montréal,28,Femme,Appels téléphoniques,Français
83339472,2021-01-18,QC,Ahuntsic-Cartierville,Montréal,28,Femme,Appels téléphoniques,Français
83332427,2021-01-18,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,31,Femme,Appels téléphoniques,Français
83342544,2021-01-18,QC,Villeray—Saint-Michel—Parc-Extension,Montréal,75,Femme,Appels téléphoniques,Français
83334255,2021-01-18,QC,Montréal-Nord,Montréal,55,Femme,Appels téléphoniques,Français
83354760,2021-01-18,QC,Montréal-Nord,Montréal,55,Femme,Appels téléphoniques,Français
83334740,2021-01-18,QC,Rosemont—La Petite-Patrie,Montréal,67,Femme,Appels téléphoniques,Français
83347423,2021-01-18,QC,Rosemont—La Petite-Patrie,Montréal,42,Femme,Appels téléphoniques,Français
83352053,2021-01-18,QC,Rosemont—La Petite-Patrie,Montréal,49,Femme,Appels téléphoniques,Français
83332587,2021-01-18,QC,Mercier—Hochelaga-Maisonneuve,Montréal,57,Femme,Appels téléphoniques,Français
83337885,2021-01-18,QC,Inconnu-Montréal,Montréal,,Femme,Appels téléphoniques,Français
83345782,2021-01-18,QC,Pierrefonds-Roxboro,Montréal,,Femme,Appels téléphoniques,Français
83344526,2021-01-18,QC,LaSalle,Montréal,32,Homme,Appels téléphoniques,Français
83344779,2021-01-18,QC,Ahuntsic-Cartierville,Montréal,59,Homme,Appels téléphoniques,Français
83339234,2021-01-18,QC,Montréal-Nord,Montréal,46,Homme,Appels téléphoniques,Français
